key,date,place_id,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,locality_code,locality_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,population_age_80_and_older,gdp,gdp_per_capita,human_capital_index,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,dew_point,relative_humidity
KI,2020-09-10,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.851852,26.62963,31.685185,2.624667,,24.425926,77.14567
KI,2020-09-11,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.685185,26.740741,31.925926,6.011333,,23.351852,72.959866
KI,2020-09-12,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.833333,26.944444,31.444444,0.0,,23.138889,71.390553
KI,2020-09-13,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.925926,26.796296,31.851852,0.0,,22.851852,69.791633
KI,2020-09-14,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.972222,26.888889,32.388889,0.0,,23.722222,73.3505
KI,2020-09-15,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.759259,26.925926,31.907407,0.423333,,23.777778,74.534184
KI,2020-09-16,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,29.083333,26.944444,31.25,0.0,,23.166667,70.479126
KI,2020-09-17,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,29.148148,26.962963,32.0,0.677333,,22.925926,69.248138
KI,2020-09-18,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.555556,26.907407,31.740741,0.0,,23.37037,73.621508
KI,2020-09-19,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.388889,26.203704,31.777778,0.0,,23.314815,74.056074
KI,2020-09-20,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.777778,25.962963,31.518519,0.0,,24.018519,75.514862
KI,2020-09-21,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.833333,26.740741,31.555556,0.254,,23.777778,74.24401
KI,2020-09-22,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.648148,27.092593,31.425926,4.656667,,23.685185,74.588354
KI,2020-09-23,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.75,27.055556,31.416667,0.0,,23.055556,71.371221
KI,2020-09-24,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.75,27.0,31.361111,0.0,,23.416667,72.945718
KI,2020-09-25,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.851852,26.037037,31.907407,0.592667,,23.351852,72.345141
KI,2020-09-26,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.416667,26.694444,31.25,0.0,,22.805556,71.672534
KI,2020-09-27,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.574074,26.537037,31.833333,0.0,,23.592593,74.506541
KI,2020-09-28,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.481481,26.574074,31.462963,1.016,,23.203704,73.167353
KI,2020-09-29,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.444444,26.166667,31.25,0.0,,23.527778,74.750788
KI,2020-09-30,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.388889,25.962963,30.962963,0.0,,24.222222,78.212902
KI,2020-10-01,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.518519,24.740741,31.333333,11.006667,,23.425926,73.975439
KI,2020-10-02,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.203704,26.074074,31.259259,0.0,,22.796296,72.571643
KI,2020-10-03,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.277778,26.037037,31.537037,0.0,,23.12963,73.707677
KI,2020-10-04,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,27.407407,25.074074,30.666667,0.0,,23.537037,79.467488
KI,2020-10-05,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.555556,24.537037,30.833333,2.370667,,24.018519,76.506713
KI,2020-10-06,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.277778,25.111111,31.425926,4.402667,,23.907407,77.309193
KI,2020-10-07,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.0,25.796296,31.092593,0.423333,,24.240741,80.073533
KI,2020-10-08,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.416667,26.611111,30.611111,2.921,,22.888889,72.0362
KI,2020-10-09,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.685185,26.018519,31.425926,0.846667,,23.685185,74.427724
KI,2020-10-10,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.481481,26.685185,31.12963,0.084667,,23.148148,72.966436
KI,2020-10-11,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.666667,26.666667,31.5,0.0,,22.574074,69.661483
KI,2020-10-12,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.87037,26.796296,31.537037,0.0,,22.796296,69.80648
KI,2020-10-13,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.574074,26.740741,31.5,0.169333,,23.037037,72.107004
KI,2020-10-14,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.203704,25.12963,31.666667,0.254,,23.111111,73.923351
KI,2020-10-15,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.296296,25.12963,31.166667,12.276667,,23.314815,74.465854
KI,2020-10-16,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.462963,25.5,31.333333,0.0,,23.351852,73.881528
KI,2020-10-17,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.388889,26.018519,31.296296,2.116667,,23.537037,75.059443
KI,2020-10-18,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.194444,26.833333,30.888889,0.0,,22.416667,70.911761
KI,2020-10-19,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.166667,26.092593,31.37037,0.0,,23.296296,74.925897
KI,2020-10-20,ChIJA4cCwpF8ZGURB8NSAQR9MoQ,Q710,country/KIR,KI,Kiribati,,,,,,,KI,KIR,0,0,0,,,0,0,,,,,,,,,,,,119446,58744,60702,53117,64489,,,147464.0,0.612,29463,23631,20524,16604,11173,9988,5141,2330,558,139,591,194647201,1655,0.479,571178,1.466667,173.033333,,810,985,3,68.116,47.0,22.5,41.2,235.02,153.038,140.2,28.4,1.9,3.8342,,171.41748,0.192364,,,,,,,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,22.22,91610099999,15.761979,28.296296,26.055556,31.055556,2.624667,,23.481481,75.19331
