key,date,place_id,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,locality_code,locality_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,population_age_80_and_older,gdp,gdp_per_capita,human_capital_index,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,dew_point,relative_humidity
GL,2020-05-15,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-20.944444,-21.611111,-19.611111,0.0,,-21.833333,92.542462
GL,2020-05-16,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-19.611111,-20.111111,-18.888889,0.0,,-20.388889,93.522067
GL,2020-05-17,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-20.388889,-21.277778,-19.0,0.0,,-21.333333,92.131268
GL,2020-05-18,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-21.222222,-22.222222,-19.777778,0.0,,-22.222222,91.626161
GL,2020-05-19,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-22.388889,-23.5,-21.0,0.0,,-23.444444,91.090518
GL,2020-05-20,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-23.0,-24.111111,-21.777778,0.0,,-24.055556,91.043135
GL,2020-05-21,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-22.666667,-23.611111,-21.5,0.0,,-23.777778,90.619461
GL,2020-05-22,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-21.5,-22.0,-20.722222,0.0,,-22.555556,91.158781
GL,2020-05-23,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,11,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-20.944444,-21.388889,-20.5,0.0,,-22.0,91.201054
GL,2020-05-24,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,1,0,,,12,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-21.277778,-21.722222,-20.722222,0.0,,-22.333333,91.175726
GL,2020-05-25,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,12,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-21.722222,-22.0,-21.277778,0.0,,-22.777778,91.141787
GL,2020-05-26,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,12,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-22.444444,-23.111111,-21.388889,0.0,,-23.5,91.086226
GL,2020-05-27,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,1,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-22.666667,-23.222222,-22.0,0.0,,-23.722222,91.069026
GL,2020-05-28,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,2,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,55.56,04416099999,83.392901,-22.055556,-22.5,-21.388889,0.0,,-23.055556,91.565495
GL,2020-05-29,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-21.777778,-22.277778,-21.111111,0.0,,-22.833333,91.137532
GL,2020-05-30,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-20.444444,-21.222222,-19.0,0.0,,-21.388889,92.127491
GL,2020-05-31,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-17.722222,-18.277778,-16.722222,0.0,,-18.555556,93.18589
GL,2020-06-01,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-17.666667,-18.222222,-16.888889,0.0,,-18.555556,92.750208
GL,2020-06-02,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-18.0,-18.388889,-17.388889,0.0,,-18.833333,93.169616
GL,2020-06-03,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-18.444444,-19.222222,-17.388889,0.0,,-19.388889,92.261809
GL,2020-06-04,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-19.277778,-20.111111,-17.888889,0.0,,-20.277778,91.765233
GL,2020-06-05,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-20.111111,-20.5,-19.388889,0.0,,-21.111111,91.706052
GL,2020-06-06,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-19.777778,-21.222222,-17.888889,0.0,,-20.777778,91.729799
GL,2020-06-07,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-16.777778,-17.388889,-15.722222,0.0,,-17.666667,92.805071
GL,2020-06-08,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-15.666667,-16.388889,-14.222222,0.0,,-16.555556,92.872789
GL,2020-06-09,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-14.444444,-14.722222,-14.222222,0.0,,-15.111111,94.666635
GL,2020-06-10,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-15.777778,-16.111111,-14.888889,0.0,,-16.333333,95.486104
GL,2020-06-11,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-15.277778,-16.111111,-14.277778,0.0,,-15.777778,95.946652
GL,2020-06-12,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-16.055556,-16.722222,-14.722222,0.0,,-16.777778,94.154055
GL,2020-06-13,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-17.333333,-18.111111,-16.5,0.0,,-18.166667,93.208578
GL,2020-06-14,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,1,1,4,2,0,0,0,2,3,2,0,0,0,0,51.85,04416099999,83.392901,-18.222222,-18.888889,-16.777778,0.0,,-19.055556,93.156555
GL,2020-06-15,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-17.888889,-18.611111,-17.111111,0.0,,-18.833333,92.298519
GL,2020-06-16,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-17.222222,-17.777778,-16.5,0.0,,-18.055556,93.215039
GL,2020-06-17,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-16.611111,-17.0,-16.222222,0.0,,-17.333333,94.126149
GL,2020-06-18,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-16.388889,-16.777778,-15.777778,0.0,,-17.166667,93.699362
GL,2020-06-19,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-16.611111,-17.277778,-15.611111,0.0,,-17.388889,93.687367
GL,2020-06-20,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-16.5,-17.5,-15.388889,0.0,,-17.333333,93.256819
GL,2020-06-21,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-15.611111,-16.277778,-14.222222,0.0,,-16.333333,94.176238
GL,2020-06-22,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-12.944444,-13.722222,-11.777778,0.0,,-13.555556,95.163347
GL,2020-06-23,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,42.59,04416099999,83.392901,-11.722222,-12.222222,-11.0,0.0,,-12.388889,94.78829
GL,2020-06-24,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,1,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,37.04,04416099999,83.392901,-11.777778,-12.277778,-11.111111,0.0,,-12.277778,96.066114
GL,2020-06-25,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,1,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,37.04,04416099999,83.392901,-11.722222,-12.277778,-11.277778,0.0,,-12.111111,96.929628
GL,2020-06-26,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,1,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,37.04,04416099999,83.392901,-12.611111,-13.111111,-11.5,0.0,,-13.111111,96.038151
GL,2020-06-27,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,1,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,37.04,04416099999,83.392901,-13.555556,-14.111111,-12.611111,0.0,,-14.166667,95.138157
GL,2020-06-28,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,1,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,37.04,04416099999,83.392901,-14.0,-14.777778,-13.0,0.0,,-14.666667,94.686783
GL,2020-06-29,ChIJFXfA47sNok4RGOIUAYOdzzQ,Q223,country/GRL,GL,Greenland,,,,,,,GL,GRL,0,0,0,,,13,0,,,,,,,,,,,,56772,25310,24138,7280,48945,,,138.0,,6847,6865,7738,6648,4838,8106,5267,2337,642,160,803,3051626389,54470,,2184073,72.0,-40.0,,410450,242639,33,70.84878,,2.1,,,,,,,,,,,,,,,,,1,0,1,2,0,0,1,2,2,0,0,0,2,3,2,0,0,0,0,37.04,04416099999,83.392901,-12.777778,-13.222222,-12.111111,0.0,,-13.388889,95.170184
