key,date,place_id,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,locality_code,locality_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99,population_age_80_and_older,gdp,gdp_per_capita,human_capital_index,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds,nurses,physicians,health_expenditure,out_of_pocket_health_expenditure,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,facial_coverings,vaccination_policy,stringency_index,noaa_station,noaa_distance,average_temperature,minimum_temperature,maximum_temperature,rainfall,snowfall,dew_point,relative_humidity
CN,2020-08-23,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,38,2,127,,90141,4718,84381,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,10.746914,6.444444,19.320988,8.001,10.16,7.808642,82.363399
CN,2020-08-24,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,42,0,65,,90183,4718,84446,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,13.123457,5.450617,20.555556,0.056444,,4.388889,55.794613
CN,2020-08-25,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,22,0,70,,90205,4718,84516,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,14.401235,5.975309,22.296296,0.0,,4.45679,51.512196
CN,2020-08-26,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,34,1,110,,90239,4719,84626,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,15.141975,6.938272,24.123457,0.0,,4.938272,51.1234
CN,2020-08-27,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,32,1,89,,90271,4720,84715,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,15.462963,7.104938,24.049383,0.0,,6.716049,56.986725
CN,2020-08-28,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,30,2,84,,90301,4722,84799,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,16.728395,8.635802,23.617284,3.189111,30.48,9.333333,62.731494
CN,2020-08-29,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,22,3,84,,90323,4725,84883,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,9.987654,6.617284,21.87037,16.51,50.8,7.759259,86.457078
CN,2020-08-30,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,43,4,96,,90366,4729,84979,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,8.358025,4.259259,16.345679,8.73125,50.8,5.975309,85.277569
CN,2020-08-31,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,20,0,31,,90386,4729,85010,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,12.382716,4.41358,19.314815,0.733778,,7.17284,70.600948
CN,2020-09-01,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,16,1,48,,90402,4730,85058,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,78.24,52983099999,62.979091,11.666667,5.685185,18.907407,0.1905,,6.592593,71.601931
CN,2020-09-02,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,20,1,64,,90422,4731,85122,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,2,3,1,1,0,0,2,3,2,0,0,2,0,55.09,52983099999,62.979091,12.296296,5.54321,19.598765,0.0,,4.611111,59.67948
CN,2020-09-03,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,28,3,74,,90450,4734,85196,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,2,3,1,1,0,0,2,3,2,0,0,2,0,55.09,52983099999,62.979091,12.098765,5.895062,19.537037,0.0,,5.882716,66.095079
CN,2020-09-04,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,26,1,12,,90476,4735,85208,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,14.240741,6.04321,21.339506,0.0,10.16,6.648148,61.731698
CN,2020-09-05,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,24,0,51,,90500,4735,85259,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,9.925926,5.419753,20.561728,2.95275,,6.5,79.729121
CN,2020-09-06,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,18,0,55,,90518,4735,85314,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,12.179012,5.17284,18.932099,0.084667,,5.302469,63.137891
CN,2020-09-07,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,33,2,36,,90551,4737,85350,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,14.228395,6.419753,20.598765,2.257778,10.16,7.401235,64.004685
CN,2020-09-08,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,22,2,30,,90573,4739,85380,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,13.246914,8.283951,20.487654,3.048,10.16,9.407407,78.133069
CN,2020-09-09,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,9,1,31,,90582,4740,85411,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,11.216049,5.740741,18.444444,2.032,10.16,7.993827,81.302488
CN,2020-09-10,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,13,0,25,,90595,4740,85436,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,12.055556,5.679012,19.296296,0.818444,,6.82716,70.764657
CN,2020-09-11,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,28,0,44,,90623,4740,85480,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,11.58642,6.993827,18.802469,1.439333,,7.734568,77.849965
CN,2020-09-12,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,20,0,25,,90643,4740,85505,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,11.074074,7.450617,16.901235,2.50825,10.16,7.864198,81.225471
CN,2020-09-13,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,42,1,41,,90685,4741,85546,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,9.401235,6.185185,15.074074,4.5085,10.16,7.067901,85.845751
CN,2020-09-14,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,24,1,20,,90709,4742,85566,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,1,2,4,0,0,0,3,1,1,0,0,2,3,2,0,0,2,0,46.76,52983099999,62.979091,9.395062,4.580247,16.197531,4.191,,5.864198,79.124992
CN,2020-09-15,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,9,0,17,,90718,4742,85583,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,3,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,81.94,52983099999,62.979091,9.858025,3.685185,16.783951,0.649111,,3.604938,65.691519
CN,2020-09-16,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,25,1,22,,90743,4743,85605,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,3,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,81.94,52983099999,62.979091,8.462963,3.549383,15.944444,3.77825,10.16,3.740741,72.716856
CN,2020-09-17,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,10,0,29,,90753,4743,85634,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,3,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,81.94,52983099999,62.979091,8.567901,1.851852,15.969136,0.056444,,1.290123,60.396486
CN,2020-09-18,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,47,0,28,,90800,4743,85662,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,3,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,81.94,52983099999,62.979091,10.092593,2.302469,18.067901,0.0,,4.154321,67.340746
CN,2020-09-19,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,14,1,26,,90814,4744,85688,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,3,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,81.94,52983099999,62.979091,11.450617,3.845679,18.117284,1.439333,,7.302469,76.218185
CN,2020-09-20,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,26,0,22,,90840,4744,85710,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,3,3,2,4,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,81.94,52983099999,62.979091,11.685185,6.419753,17.617284,12.54125,15.24,8.530864,81.329104
CN,2020-09-21,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,38,0,12,,90878,4744,85722,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,3,2,2,3,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,75.46,52983099999,62.979091,9.197531,6.432099,17.17284,4.92125,20.32,7.160494,87.449906
CN,2020-09-22,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,20,0,17,,90898,4744,85739,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,2,2,3,2,3,2,3,1,1,0,0,2,3,2,0,0,2,0,71.76,52983099999,62.979091,8.932099,4.104938,15.444444,1.17475,20.32,4.228395,73.076381
CN,2020-09-23,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,10,0,20,,90908,4744,85759,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,2,2,3,0,3,2,2,1,1,0,0,2,3,2,0,0,2,0,60.65,52983099999,62.979091,9.783951,3.814815,16.41358,0.028222,,4.12963,68.949917
CN,2020-09-24,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,10,1,29,,90918,4745,85788,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,2,2,3,0,3,2,3,1,1,0,0,2,3,2,0,0,2,0,63.43,52983099999,62.979091,8.722222,4.654321,16.191358,1.213556,10.16,6.666667,87.151748
CN,2020-09-25,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,15,0,18,,90933,4745,85806,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,2,2,3,0,3,2,3,1,1,0,0,2,3,2,0,0,2,0,63.43,52983099999,62.979091,9.117284,4.648148,14.611111,0.564444,,5.203704,77.112873
CN,2020-09-26,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,19,1,21,,90952,4746,85827,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,2,2,3,0,0,2,3,1,1,0,0,2,3,2,0,0,2,0,54.17,52983099999,62.979091,10.666667,4.617284,15.641975,0.282222,,6.08642,74.043315
CN,2020-09-27,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,14,0,17,,90966,4746,85844,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,2,2,3,0,0,2,3,1,1,0,0,2,3,2,0,0,2,0,54.17,52983099999,62.979091,11.401235,5.969136,17.425926,4.064,10.16,7.722222,78.577728
CN,2020-09-28,ChIJwULG5WSOUDERbzafNHyqHZU,Q148,country/CHN,CN,China,,,,,,,CN,CHN,0,37,0,21,,91003,4746,85865,,,,,,,,,,,1439323774,738247340,701076434,554781038,842933962,26317104,398976116,153312.0,0.752,170667620,166604610,185147170,228830425,216111763,222185873,151663905,71494305,15818375,3954593,26618103,14342902842915,10261,0.673,270056,35.844722,103.451944,,9562910,8868577,380679,76.704,25.6,9.2,7.4,93.777,60.272,112.7,17.0,,2.6621,1.9798,440.825623,158.919449,,,,,,,2,2,2,3,0,0,2,3,1,1,0,0,2,3,2,0,0,2,0,54.17,52983099999,62.979091,9.790123,6.154321,16.851852,1.5875,10.16,7.259259,84.681064
